House_ID,Area_sqft,Bedrooms,Bathrooms,Floors,Parking,House_Age,Location,Furnishing,Main_Road,Air_Conditioning,Basement,Garden,Price
1850,4393,3,5,3,2,29,Green Park,Semi-Furnished,Yes,No,Yes,No,26412049
1851,3715,2,4,2,0,2,Uptown,Unfurnished,Yes,Yes,Yes,No,23060513
1852,2379,5,5,1,1,19,Hill View,Unfurnished,Yes,No,No,Yes,15362564
1853,3622,5,6,3,1,26,Suburban,Semi-Furnished,No,Yes,No,No,22251386
1854,2894,4,5,3,1,7,City Center,Furnished,No,Yes,No,Yes,20274230
1855,1904,2,2,3,3,0,Suburban,Furnished,Yes,Yes,Yes,Yes,13629311
1856,1114,5,6,2,1,20,City Center,Semi-Furnished,Yes,Yes,No,Yes,10794648
1857,841,6,6,2,0,27,West End,Unfurnished,Yes,Yes,No,No,7621159
1858,4201,2,3,1,3,6,Lake View,Furnished,No,No,Yes,No,25941523
1859,2246,2,3,1,1,22,City Center,Unfurnished,No,Yes,Yes,No,14516949
1860,3870,5,5,3,0,20,City Center,Unfurnished,No,No,Yes,No,24417611
1861,1795,4,6,1,0,20,City Center,Semi-Furnished,No,Yes,No,Yes,13548413
1862,2020,1,1,2,2,7,Lake View,Unfurnished,Yes,Yes,Yes,No,13467774
1863,1344,4,4,1,3,24,Lake View,Semi-Furnished,Yes,No,Yes,No,10632491
1864,2734,1,2,2,2,2,Lake View,Furnished,Yes,Yes,No,No,18026232
1865,4252,2,3,3,2,13,Green Park,Furnished,No,Yes,Yes,Yes,26138189
1866,2894,5,5,1,3,6,Downtown,Semi-Furnished,Yes,No,No,Yes,19873530
1867,1150,5,5,2,2,21,Green Park,Semi-Furnished,Yes,Yes,No,Yes,9794657
1868,2956,4,6,1,3,15,Lake View,Semi-Furnished,Yes,Yes,Yes,No,20244675
1869,2685,4,5,2,2,3,Riverside,Semi-Furnished,No,Yes,No,Yes,18003542
1870,1689,2,2,3,3,25,West End,Unfurnished,Yes,Yes,No,No,11428658
1871,3736,1,1,2,1,18,West End,Unfurnished,Yes,No,Yes,No,21107915
1872,3270,6,6,3,1,23,Riverside,Furnished,No,No,No,No,20834600
1873,3997,3,3,1,0,19,Downtown,Unfurnished,Yes,No,Yes,No,23556718
1874,1363,5,5,2,1,11,Green Park,Furnished,Yes,No,Yes,Yes,11443544
1875,4263,1,3,1,2,14,Hill View,Furnished,Yes,No,No,Yes,24576236
1876,831,6,6,2,2,3,East Side,Furnished,Yes,No,No,Yes,9144795
1877,3234,1,1,3,3,22,East Side,Semi-Furnished,Yes,Yes,Yes,No,19331210
1878,4499,4,4,3,3,4,Lake View,Semi-Furnished,No,Yes,Yes,Yes,28144122
1879,920,4,5,1,1,9,Downtown,Semi-Furnished,Yes,Yes,No,Yes,9045122
1880,2785,5,5,1,1,9,Lake View,Unfurnished,No,Yes,No,Yes,18332701
1881,2545,1,1,3,3,14,Uptown,Furnished,Yes,Yes,Yes,No,16419931
1882,2201,4,6,1,0,18,City Center,Furnished,No,Yes,Yes,No,16138626
1883,2548,5,6,1,0,3,Hill View,Furnished,Yes,No,Yes,Yes,17859407
1884,1485,5,6,1,1,24,Downtown,Unfurnished,No,Yes,Yes,Yes,11924459
1885,1436,5,6,3,0,23,West End,Semi-Furnished,Yes,No,No,Yes,10987855
1886,1091,1,2,2,2,23,Lake View,Furnished,No,Yes,Yes,Yes,9166184
1887,4017,1,2,2,2,7,Lake View,Furnished,Yes,Yes,No,No,24080544
1888,1352,3,3,1,3,0,Uptown,Semi-Furnished,Yes,Yes,No,Yes,10659209
1889,3600,6,6,1,2,9,Hill View,Semi-Furnished,Yes,No,Yes,Yes,23575162
1890,1348,4,6,3,2,10,Suburban,Furnished,Yes,No,No,Yes,11382795
1891,2507,5,6,3,0,21,Uptown,Semi-Furnished,No,No,No,Yes,17199233
1892,751,2,2,1,0,10,West End,Unfurnished,Yes,Yes,No,No,6349441
1893,3479,3,5,3,3,8,Hill View,Unfurnished,No,No,Yes,Yes,21742929
1894,2153,1,1,3,2,9,Hill View,Semi-Furnished,Yes,Yes,No,Yes,14095578
1895,1048,5,5,2,2,19,East Side,Furnished,Yes,No,No,Yes,9030397
1896,2253,5,6,3,1,12,East Side,Unfurnished,Yes,Yes,No,Yes,15521735
1897,2813,3,5,2,2,14,Downtown,Unfurnished,Yes,Yes,Yes,No,18709635
1898,1723,4,4,1,0,5,Suburban,Furnished,Yes,No,Yes,Yes,12516331
1899,4297,3,3,1,1,0,Downtown,Furnished,Yes,No,Yes,No,26904306
1900,3525,4,5,1,0,19,Downtown,Furnished,Yes,Yes,No,Yes,22933925
1901,3869,1,1,3,0,12,East Side,Unfurnished,Yes,Yes,Yes,No,21884131
1902,4424,4,6,3,3,23,East Side,Furnished,No,Yes,No,No,27170519
1903,4051,1,3,2,3,8,Lake View,Furnished,Yes,Yes,Yes,No,25268737
1904,1497,2,3,1,0,23,Riverside,Semi-Furnished,Yes,Yes,Yes,No,10057358
1905,3312,5,6,3,2,22,Green Park,Semi-Furnished,Yes,No,Yes,Yes,21424698
1906,3204,3,5,1,0,11,Riverside,Semi-Furnished,Yes,No,No,No,19264227
1907,2428,3,4,3,2,9,East Side,Unfurnished,No,No,No,No,15079072
1908,3533,1,1,1,1,8,Downtown,Furnished,Yes,Yes,Yes,Yes,22085874
1909,2429,5,6,1,1,30,Lake View,Furnished,Yes,No,Yes,No,16985610
1910,3421,3,3,2,1,25,City Center,Unfurnished,Yes,No,No,Yes,20742266
1911,2010,4,4,1,2,2,Uptown,Unfurnished,Yes,Yes,No,Yes,14511617
1912,1075,6,6,1,1,25,City Center,Semi-Furnished,Yes,No,No,Yes,9813247
1913,849,4,6,1,1,1,Green Park,Semi-Furnished,No,Yes,Yes,Yes,8500794
1914,2900,2,4,1,3,2,Downtown,Furnished,Yes,Yes,Yes,No,19255978
1915,2037,1,1,1,2,30,West End,Unfurnished,No,Yes,No,No,11988767
1916,3677,3,3,3,2,9,Lake View,Unfurnished,Yes,No,Yes,Yes,22879570
1917,2316,2,4,2,3,26,Downtown,Furnished,Yes,No,Yes,Yes,16118927
1918,2644,6,6,3,1,30,Green Park,Semi-Furnished,Yes,No,Yes,No,18204255
1919,2327,1,2,2,1,5,City Center,Furnished,Yes,No,Yes,No,15605471
1920,615,5,6,2,3,29,City Center,Unfurnished,No,Yes,Yes,No,7326308
1921,4395,5,6,2,3,16,Green Park,Unfurnished,No,No,No,Yes,27050567
1922,1253,5,5,3,1,11,Downtown,Furnished,No,Yes,No,No,11483574
1923,1196,2,2,2,2,25,Riverside,Semi-Furnished,Yes,No,No,No,8623488
1924,1224,1,1,1,2,25,Lake View,Semi-Furnished,No,Yes,No,No,8997555
1925,3818,2,2,2,2,25,Green Park,Unfurnished,Yes,Yes,Yes,No,22218664
1926,2839,5,5,3,1,14,Riverside,Furnished,No,Yes,No,Yes,19064550
1927,3373,5,6,3,1,23,Suburban,Unfurnished,No,No,Yes,No,20910432
1928,1663,1,2,1,0,1,Uptown,Furnished,Yes,No,No,Yes,11898002
1929,3670,3,3,3,1,7,Downtown,Furnished,No,Yes,No,No,22952394
1930,3974,2,3,1,0,22,West End,Semi-Furnished,Yes,Yes,Yes,Yes,22974317
1931,3462,2,2,3,3,17,East Side,Unfurnished,Yes,Yes,Yes,No,20200409
1932,4443,1,1,2,3,26,Suburban,Furnished,Yes,No,Yes,No,25654538
1933,3271,5,6,1,0,28,Lake View,Furnished,No,Yes,No,Yes,21765297
1934,3254,3,5,2,2,27,City Center,Furnished,Yes,Yes,Yes,No,21292077
1935,1515,3,5,1,0,0,Hill View,Furnished,No,Yes,No,Yes,11838714
1936,3052,1,3,1,3,3,Lake View,Furnished,No,Yes,Yes,No,19388539
1937,1131,2,4,3,3,8,Hill View,Semi-Furnished,Yes,Yes,No,No,9174896
1938,765,4,5,3,0,28,Downtown,Furnished,No,Yes,No,No,8472135
1939,4151,5,5,1,1,20,Green Park,Unfurnished,No,Yes,Yes,Yes,25379661
1940,1362,2,2,2,0,25,Lake View,Unfurnished,No,No,No,No,9350163
1941,3329,4,4,2,3,21,City Center,Furnished,No,Yes,Yes,No,22223638
1942,3666,2,2,2,0,23,Suburban,Semi-Furnished,No,Yes,No,Yes,20853826
1943,2567,1,1,1,2,1,West End,Semi-Furnished,Yes,No,Yes,Yes,15940520
1944,2804,2,4,1,2,17,Green Park,Unfurnished,Yes,Yes,Yes,Yes,17590869
1945,4339,1,3,2,0,26,Downtown,Semi-Furnished,Yes,Yes,Yes,Yes,25890991
1946,4333,1,2,2,2,24,West End,Semi-Furnished,No,No,Yes,Yes,24959783
1947,4154,5,6,1,2,17,Suburban,Furnished,Yes,No,Yes,Yes,26152823
1948,1731,4,5,2,1,15,West End,Unfurnished,No,Yes,No,No,11969969
1949,2860,3,4,3,0,4,West End,Furnished,No,No,No,Yes,18020494
1950,1559,5,6,3,3,16,Suburban,Semi-Furnished,No,No,Yes,No,12329355
1951,786,6,6,2,1,7,Lake View,Furnished,Yes,No,No,No,9566417
1952,3623,3,4,2,3,14,Uptown,Furnished,No,Yes,No,Yes,22596243
1953,2486,2,2,3,3,3,City Center,Semi-Furnished,No,No,Yes,No,16840062
1954,3560,1,1,1,3,10,Green Park,Furnished,Yes,Yes,No,No,20978436
1955,4042,3,5,2,3,21,Uptown,Semi-Furnished,Yes,Yes,Yes,No,24902568
1956,3756,4,6,3,3,4,Hill View,Furnished,No,Yes,No,No,24168630
1957,1626,2,2,2,3,21,Riverside,Furnished,No,Yes,Yes,No,11295561
1958,3576,5,6,2,3,22,Uptown,Semi-Furnished,Yes,Yes,No,No,23326085
1959,813,4,6,3,0,25,Green Park,Unfurnished,No,Yes,Yes,Yes,8325229
1960,1970,3,3,2,0,11,Downtown,Unfurnished,Yes,No,Yes,No,14034256
1961,943,3,5,2,3,30,Green Park,Furnished,No,Yes,No,No,8645702
1962,836,6,6,3,3,15,City Center,Semi-Furnished,No,Yes,No,Yes,9902395
1963,3485,1,1,3,2,4,Uptown,Semi-Furnished,Yes,No,Yes,No,21364037
1964,1444,2,2,3,1,5,Uptown,Semi-Furnished,Yes,Yes,Yes,No,10947813
1965,3267,4,5,3,0,30,Hill View,Furnished,No,Yes,Yes,No,20603670
1966,3126,5,6,1,2,8,West End,Semi-Furnished,Yes,Yes,No,Yes,20149796
1967,4022,4,6,1,1,18,Uptown,Furnished,Yes,Yes,No,Yes,25080701
1968,4247,3,3,3,3,8,Hill View,Furnished,Yes,No,Yes,Yes,26062864
1969,2502,1,1,1,3,29,Riverside,Semi-Furnished,Yes,No,Yes,Yes,14943750
1970,2989,2,2,1,3,26,Hill View,Furnished,No,No,No,Yes,17893427
1971,4134,4,4,3,2,25,Hill View,Semi-Furnished,Yes,Yes,Yes,Yes,25764248
1972,2228,3,4,1,1,28,City Center,Unfurnished,No,Yes,Yes,Yes,14775000
1973,2492,6,6,2,1,17,Suburban,Furnished,Yes,No,Yes,No,17526299
1974,795,3,5,2,0,4,Lake View,Unfurnished,No,No,No,No,7331983
1975,2458,2,4,3,2,11,Riverside,Unfurnished,No,No,No,Yes,15568231
1976,3560,1,3,3,3,9,Downtown,Semi-Furnished,No,No,No,Yes,21797886
1977,782,5,5,3,0,18,Uptown,Unfurnished,Yes,Yes,Yes,Yes,8321844
1978,3781,3,3,3,0,8,Green Park,Unfurnished,Yes,Yes,Yes,Yes,23012624
1979,1388,2,2,1,0,30,Uptown,Furnished,No,Yes,Yes,Yes,10230018
1980,4310,6,6,2,0,3,East Side,Unfurnished,Yes,No,No,No,26480786
1981,3397,1,1,2,2,22,Riverside,Unfurnished,Yes,Yes,Yes,Yes,19707250
1982,4080,2,3,1,3,4,Downtown,Unfurnished,Yes,No,Yes,Yes,24536461
1983,4006,3,4,1,1,28,East Side,Furnished,No,No,No,No,23698643
1984,3062,5,5,1,0,4,Riverside,Semi-Furnished,No,Yes,Yes,No,19932520
1985,1865,5,6,2,1,2,Downtown,Semi-Furnished,Yes,No,Yes,Yes,14921905
1986,2000,5,5,3,1,5,Lake View,Semi-Furnished,Yes,Yes,Yes,No,15330465
1987,1550,6,6,1,3,27,Green Park,Semi-Furnished,No,Yes,No,No,12295704
1988,1021,2,4,1,3,3,Hill View,Furnished,Yes,Yes,Yes,No,9025926
1989,4182,2,3,1,1,5,Suburban,Furnished,No,Yes,No,No,24166815
1990,1901,1,2,1,1,3,East Side,Unfurnished,Yes,No,Yes,Yes,12073759
1991,4087,4,5,3,3,20,Uptown,Semi-Furnished,No,Yes,No,No,25110069
1992,1228,1,3,3,1,22,Green Park,Unfurnished,No,Yes,Yes,Yes,8926805
1993,3760,5,6,2,0,13,Hill View,Unfurnished,No,Yes,Yes,Yes,23962352
1994,1296,5,6,3,3,11,Suburban,Semi-Furnished,Yes,Yes,No,No,11302412
1995,2823,6,6,2,2,1,West End,Semi-Furnished,No,Yes,Yes,No,19625048
1996,2390,6,6,1,3,25,Uptown,Furnished,No,No,No,Yes,17388447
1997,2994,2,3,2,1,27,City Center,Unfurnished,No,Yes,No,Yes,18735230
1998,1251,2,2,2,0,24,Suburban,Unfurnished,Yes,No,No,Yes,8616901
1999,4216,3,4,1,3,6,East Side,Semi-Furnished,Yes,Yes,Yes,Yes,25275620
2000,1606,3,3,2,1,19,Downtown,Furnished,No,No,Yes,No,11850888
2001,1150,4,5,1,2,29,City Center,Furnished,No,No,Yes,Yes,9957995
2002,2554,3,5,1,0,22,Riverside,Unfurnished,Yes,Yes,Yes,Yes,16192341
2003,2118,2,4,3,1,4,Uptown,Semi-Furnished,No,Yes,Yes,Yes,14892493
2004,4090,1,3,1,3,30,Downtown,Unfurnished,Yes,No,No,Yes,23893933
2005,2238,3,4,1,3,26,Downtown,Semi-Furnished,No,Yes,No,No,15208597
2006,3502,5,6,2,0,0,East Side,Semi-Furnished,Yes,No,Yes,Yes,22244959
2007,2335,1,2,2,1,27,Riverside,Unfurnished,Yes,Yes,Yes,No,13846236
2008,650,6,6,2,2,22,Suburban,Semi-Furnished,No,Yes,Yes,Yes,7671989
2009,2029,3,4,1,1,14,Uptown,Semi-Furnished,No,No,No,No,13719436
2010,4263,1,2,3,1,25,Green Park,Unfurnished,No,Yes,Yes,No,24456984
2011,3913,1,2,2,2,3,West End,Unfurnished,No,Yes,Yes,No,22903426
2012,3121,5,5,1,2,22,Uptown,Furnished,Yes,No,Yes,No,20485796
2013,1692,3,3,2,1,7,Green Park,Semi-Furnished,No,No,Yes,No,12172814
2014,1646,4,6,1,1,11,Green Park,Unfurnished,No,Yes,No,Yes,12289527
2015,2891,5,5,2,3,5,Riverside,Unfurnished,No,No,Yes,Yes,18536568
2016,3039,3,3,3,2,20,City Center,Semi-Furnished,No,Yes,Yes,No,20064184
2017,1740,2,3,3,0,26,Downtown,Unfurnished,Yes,No,Yes,No,12364602
2018,2350,1,2,2,3,23,Suburban,Semi-Furnished,Yes,No,No,No,13948590
2019,2472,1,2,3,3,2,West End,Semi-Furnished,No,No,No,No,15348456
2020,1138,6,6,1,3,17,Suburban,Semi-Furnished,No,Yes,No,Yes,9744315
2021,1210,4,5,3,1,18,Suburban,Furnished,No,No,Yes,No,10179377
2022,4045,5,6,1,2,7,City Center,Semi-Furnished,No,Yes,No,Yes,25776963
2023,3491,2,3,2,3,18,West End,Furnished,Yes,Yes,No,No,21505124
2024,2402,6,6,1,3,15,Suburban,Unfurnished,Yes,Yes,Yes,No,16550643
2025,4236,4,6,3,2,24,Suburban,Unfurnished,Yes,No,No,No,24943821
2026,2657,3,5,3,0,12,Hill View,Furnished,No,Yes,No,Yes,18040602
2027,2709,6,6,3,3,12,Downtown,Unfurnished,No,No,Yes,No,19259538
2028,1165,2,2,3,3,1,Green Park,Unfurnished,No,Yes,No,No,8611184
2029,2267,4,4,1,0,24,Suburban,Semi-Furnished,Yes,Yes,No,Yes,15004801
2030,2981,2,4,3,0,21,East Side,Unfurnished,Yes,No,Yes,Yes,18022217
2031,3477,3,3,1,3,2,Hill View,Unfurnished,Yes,No,No,No,20704352
2032,2259,5,6,1,0,6,East Side,Unfurnished,Yes,Yes,Yes,No,15385980
2033,3414,6,6,3,0,3,Green Park,Semi-Furnished,No,No,Yes,No,22546702
2034,1335,1,3,2,3,6,Downtown,Semi-Furnished,No,Yes,No,Yes,10822682
2035,4337,5,6,2,1,25,Downtown,Unfurnished,Yes,Yes,No,Yes,27096809
2036,2531,5,5,2,3,30,Green Park,Unfurnished,Yes,Yes,No,Yes,16689157
2037,2154,6,6,3,1,28,West End,Furnished,No,Yes,Yes,No,15305434
2038,1068,4,4,3,1,13,Green Park,Furnished,No,Yes,Yes,Yes,10007705
2039,3176,5,5,3,0,14,Uptown,Semi-Furnished,Yes,Yes,No,Yes,21256118
2040,4164,3,4,3,2,24,Downtown,Unfurnished,Yes,No,Yes,No,25503189
2041,1353,6,6,2,2,2,Suburban,Semi-Furnished,Yes,No,Yes,No,11095130
2042,1302,4,5,2,1,0,West End,Furnished,Yes,Yes,Yes,Yes,11258854
2043,832,6,6,2,1,21,Green Park,Semi-Furnished,No,Yes,No,No,8869227
2044,3266,2,4,2,2,16,Hill View,Furnished,Yes,Yes,Yes,No,20859277
2045,4411,6,6,2,1,21,City Center,Furnished,No,Yes,Yes,Yes,28182853
2046,2478,3,3,1,1,17,Green Park,Unfurnished,No,No,Yes,Yes,15849278
2047,2143,6,6,1,1,29,Green Park,Furnished,No,No,Yes,No,15035670
2048,2041,3,3,3,3,8,West End,Furnished,No,No,No,Yes,13894079
2049,4178,4,6,2,1,3,City Center,Unfurnished,No,No,Yes,No,25851473
2050,4446,6,6,2,1,6,Uptown,Furnished,No,Yes,No,No,28257312
2051,3075,5,6,2,2,18,Suburban,Furnished,No,No,No,Yes,19707440
2052,3665,1,2,1,3,5,Uptown,Semi-Furnished,Yes,Yes,No,No,22035495
2053,897,4,6,3,3,5,Riverside,Semi-Furnished,No,Yes,Yes,Yes,9100590
2054,3678,5,6,2,3,17,West End,Semi-Furnished,No,No,Yes,No,23094501
2055,650,3,3,1,2,16,Uptown,Furnished,No,Yes,Yes,No,6921864
2056,3070,5,6,1,0,4,Uptown,Semi-Furnished,Yes,Yes,Yes,Yes,20625660
2057,1818,1,3,3,3,29,Lake View,Furnished,Yes,No,Yes,Yes,12879651
2058,3594,5,5,1,2,3,Downtown,Furnished,No,No,Yes,No,23403626
2059,735,5,6,3,3,20,City Center,Unfurnished,No,No,Yes,Yes,8363271
2060,4321,1,2,3,1,1,West End,Furnished,Yes,No,Yes,Yes,25639127
2061,4419,4,5,2,0,19,Green Park,Unfurnished,No,Yes,Yes,No,26428640
2062,2787,2,2,1,3,21,City Center,Furnished,Yes,No,No,No,17469786
2063,4435,5,6,3,2,15,Uptown,Unfurnished,No,Yes,No,Yes,27384283
2064,2610,3,3,3,1,10,Riverside,Furnished,Yes,No,No,No,16533641
2065,652,1,2,2,3,6,Uptown,Furnished,No,No,Yes,Yes,6771799
2066,952,5,6,1,0,4,City Center,Unfurnished,Yes,Yes,No,Yes,9348566
2067,2482,1,1,2,1,25,Green Park,Semi-Furnished,No,No,No,Yes,14750494
2068,2620,4,4,2,3,27,Uptown,Furnished,No,Yes,Yes,No,17831626
2069,1916,1,3,1,3,20,Downtown,Unfurnished,No,Yes,No,Yes,13272544
2070,1281,5,6,2,0,8,City Center,Semi-Furnished,Yes,No,Yes,Yes,11702666
2071,3855,3,5,1,2,11,West End,Unfurnished,Yes,Yes,No,No,22921229
2072,1711,6,6,2,2,7,East Side,Unfurnished,Yes,No,Yes,No,12996961
2073,611,1,2,1,1,28,Downtown,Unfurnished,No,No,No,Yes,5608986
2074,1731,1,1,3,1,5,Suburban,Unfurnished,Yes,Yes,No,No,10709306
2075,3742,6,6,1,1,16,City Center,Unfurnished,No,No,Yes,No,24000526
2076,2813,1,1,2,2,5,East Side,Unfurnished,No,Yes,No,No,16813266
2077,2391,6,6,1,1,23,Riverside,Semi-Furnished,No,Yes,Yes,Yes,16488296
2078,3077,4,5,2,0,16,West End,Furnished,No,No,Yes,No,19177027
2079,3043,2,2,3,0,19,East Side,Furnished,No,Yes,Yes,Yes,18540992
2080,3388,2,3,2,0,3,City Center,Unfurnished,No,No,Yes,No,20494527
2081,3878,4,4,1,0,3,East Side,Unfurnished,No,Yes,No,No,23368557
2082,3353,2,2,1,2,7,East Side,Semi-Furnished,Yes,No,No,No,19700608
2083,3512,3,4,2,0,27,West End,Unfurnished,Yes,Yes,Yes,No,21303581
2084,860,3,4,3,0,26,East Side,Unfurnished,No,Yes,No,No,7043521
2085,3892,4,5,1,3,5,Riverside,Semi-Furnished,No,Yes,No,Yes,23752670
2086,1164,6,6,1,2,0,Uptown,Semi-Furnished,No,No,Yes,Yes,10969921
2087,2717,4,4,2,0,12,Riverside,Furnished,No,No,Yes,No,17261169
2088,2119,1,1,3,0,20,Lake View,Semi-Furnished,Yes,Yes,Yes,Yes,14243938
2089,779,5,5,1,0,25,Riverside,Unfurnished,Yes,Yes,No,Yes,6995237
2090,3091,3,4,1,1,24,Hill View,Semi-Furnished,No,No,Yes,Yes,19253583
2091,3259,2,3,1,0,19,West End,Semi-Furnished,Yes,Yes,No,No,19431744
2092,4427,3,5,2,2,25,Green Park,Unfurnished,Yes,Yes,No,No,26573860
2093,2880,5,6,3,2,29,City Center,Furnished,Yes,Yes,Yes,Yes,20657261
2094,2844,5,6,2,2,16,Riverside,Semi-Furnished,No,No,No,No,18315321
2095,4151,2,4,3,2,4,Suburban,Semi-Furnished,No,Yes,No,No,24621539
2096,649,2,3,1,3,26,Uptown,Semi-Furnished,No,Yes,No,Yes,6347527
2097,2438,6,6,2,3,0,Uptown,Furnished,No,Yes,No,No,17646093
2098,890,3,3,3,0,2,Hill View,Furnished,Yes,No,No,Yes,8123385
2099,2333,1,2,3,3,18,Downtown,Semi-Furnished,Yes,Yes,No,No,15176299
2100,1456,2,4,2,2,14,East Side,Semi-Furnished,Yes,No,No,No,10033379
2101,997,6,6,3,3,18,Downtown,Semi-Furnished,No,Yes,Yes,No,10656244
2102,3645,3,5,2,1,13,City Center,Semi-Furnished,Yes,Yes,Yes,No,23578141
2103,3087,4,5,3,3,12,West End,Furnished,No,No,Yes,Yes,20051085
2104,3655,6,6,2,0,17,Green Park,Furnished,Yes,Yes,Yes,Yes,23626773
2105,3071,3,4,2,1,6,Riverside,Furnished,No,Yes,Yes,Yes,20034193
2106,4125,4,5,2,0,5,West End,Furnished,No,Yes,Yes,No,25512543
2107,2140,5,6,3,1,8,Uptown,Semi-Furnished,No,Yes,Yes,Yes,16399949
2108,2791,3,5,1,0,4,Riverside,Unfurnished,Yes,Yes,Yes,No,18063396
2109,600,1,2,3,1,7,Uptown,Unfurnished,No,No,Yes,Yes,5695345
2110,2626,6,6,3,1,28,East Side,Furnished,No,No,No,Yes,17725401
2111,4051,3,5,2,1,28,Lake View,Furnished,No,No,No,Yes,24702739
2112,2857,2,2,1,0,22,Lake View,Semi-Furnished,Yes,Yes,Yes,Yes,18415606
2113,2371,6,6,1,1,15,Hill View,Semi-Furnished,No,Yes,Yes,Yes,16863486
2114,4231,6,6,3,0,30,Lake View,Semi-Furnished,No,No,Yes,No,26084816
2115,1449,5,6,1,1,12,Downtown,Semi-Furnished,No,Yes,No,Yes,12619585
2116,1778,1,3,1,3,25,Green Park,Unfurnished,Yes,Yes,No,No,11145001
2117,3366,6,6,2,2,16,Uptown,Semi-Furnished,No,No,Yes,No,22292022
2118,4392,1,2,1,0,26,Downtown,Furnished,No,Yes,No,No,25625517
2119,4474,4,6,1,2,18,Hill View,Semi-Furnished,No,No,Yes,Yes,27198910
2120,4390,2,4,3,3,23,East Side,Unfurnished,No,Yes,No,No,25000051
2121,3013,6,6,2,2,0,Green Park,Unfurnished,Yes,Yes,No,No,20128606
2122,1486,2,2,3,1,18,Green Park,Semi-Furnished,Yes,Yes,Yes,Yes,11246707
2123,2844,5,6,3,0,21,Suburban,Semi-Furnished,No,No,Yes,No,17997874
2124,616,6,6,1,3,13,Uptown,Furnished,Yes,No,No,No,7820210
2125,3986,6,6,2,3,22,Hill View,Unfurnished,No,Yes,Yes,Yes,24916189
2126,2444,5,6,3,3,1,City Center,Unfurnished,No,Yes,No,Yes,17753893
2127,3457,1,3,1,2,18,City Center,Semi-Furnished,No,No,No,No,20368091
2128,3684,6,6,3,3,21,Hill View,Unfurnished,No,No,Yes,Yes,23022687
2129,4107,5,6,1,1,12,Suburban,Furnished,Yes,Yes,No,Yes,25583253
2130,2241,2,2,1,3,10,City Center,Semi-Furnished,No,No,No,No,14846714
2131,3325,5,6,2,2,24,City Center,Semi-Furnished,No,Yes,Yes,No,22131103
2132,2365,3,3,1,0,12,West End,Semi-Furnished,No,No,Yes,No,15188485
2133,835,3,3,2,3,11,Green Park,Semi-Furnished,Yes,Yes,Yes,No,7891232
2134,1665,1,3,3,3,29,Green Park,Furnished,Yes,Yes,Yes,No,12046370
2135,2344,1,3,1,2,26,Hill View,Furnished,Yes,No,Yes,Yes,14968838
2136,1394,1,3,2,2,4,Riverside,Unfurnished,No,Yes,Yes,Yes,10294183
2137,1963,6,6,3,1,0,East Side,Semi-Furnished,Yes,Yes,No,Yes,15099844
2138,3754,4,6,1,3,19,Hill View,Unfurnished,No,Yes,No,No,22759081
2139,2874,3,3,1,2,12,East Side,Semi-Furnished,Yes,No,No,Yes,17805379
2140,1438,3,4,3,3,9,West End,Furnished,No,No,Yes,No,11405308
2141,677,3,5,3,0,4,Lake View,Furnished,Yes,No,No,Yes,8190680
2142,4171,1,1,1,2,29,West End,Unfurnished,Yes,No,No,Yes,23138608
2143,1383,3,3,1,1,3,East Side,Unfurnished,No,No,No,No,9646061
2144,2389,4,5,3,2,30,Suburban,Unfurnished,No,Yes,No,No,15692894
2145,2740,6,6,1,0,16,West End,Unfurnished,Yes,No,No,No,17371171
2146,2936,4,4,1,1,5,Lake View,Furnished,No,No,No,Yes,19538754
2147,2320,4,5,3,1,3,Hill View,Furnished,Yes,No,No,Yes,16529032
2148,1475,6,6,3,0,11,Suburban,Unfurnished,Yes,No,Yes,No,11245806
2149,4230,4,5,2,2,13,East Side,Unfurnished,Yes,No,Yes,Yes,25102003
2150,2484,6,6,1,3,3,Hill View,Unfurnished,Yes,Yes,Yes,Yes,17707231
2151,3382,5,5,1,3,10,Green Park,Unfurnished,No,Yes,No,No,21464723
2152,2979,3,5,2,0,20,Hill View,Semi-Furnished,No,No,No,Yes,18792970
2153,2749,1,3,3,0,26,Hill View,Unfurnished,Yes,No,Yes,No,16568314
2154,865,3,4,3,0,17,East Side,Semi-Furnished,No,No,Yes,No,7528641
2155,1460,5,6,3,3,13,Riverside,Unfurnished,Yes,Yes,Yes,No,11865955
2156,924,2,2,3,3,21,Suburban,Furnished,Yes,Yes,No,Yes,7990561
2157,4198,5,5,1,3,27,Suburban,Unfurnished,Yes,Yes,No,Yes,25204907
2158,2189,6,6,1,0,1,Hill View,Unfurnished,Yes,Yes,No,Yes,15882914
2159,2872,2,3,3,1,7,Green Park,Unfurnished,No,No,No,Yes,17502795
2160,3523,3,3,2,3,10,Hill View,Unfurnished,No,Yes,Yes,No,21441124
2161,3428,4,4,2,3,7,Suburban,Furnished,Yes,Yes,No,No,21636392
2162,3189,1,3,2,3,21,Downtown,Semi-Furnished,Yes,Yes,No,Yes,20246471
2163,1721,6,6,2,0,9,City Center,Unfurnished,Yes,Yes,Yes,No,13504194
2164,1863,4,4,3,0,24,Uptown,Furnished,No,Yes,Yes,No,13927378
2165,2418,1,2,3,3,26,West End,Unfurnished,Yes,Yes,No,No,14843525
2166,2428,5,5,1,1,20,Green Park,Unfurnished,No,No,No,No,15701799
2167,2287,4,6,2,0,29,Riverside,Semi-Furnished,No,No,Yes,Yes,15373391
